area,rooms,bathrooms,parking_spaces,title,neighbourhood_city,street,sell_value
227 m²,4,5,4,"Com uma localização fantástica na zona sul, região nobre com maior desenvolvimento de empreendimentos de alto padrão! O Edifício Cidade de Zurique é o terceiro empreendimento do bairro planejado Ilhas do Sul, na nova Zona Sul de Ribeirão Preto. Valorizado pela sua localização privilegiada e com todos os benefícios de morar em contato com a natureza, o projeto inclui ambientes específicos para recepção de delivery, garagem exclusiva para bicicletas com setor de manutenção, espaço pet e área familiar com piscina para convidados. Edifício Zurique é sem duvida um dos mais cobiçados em empreendimentos de alto padrão da cidade. Sua fachada é moderna e imponente, valorizando ainda mais seu investimento! Sua planta interior é divina, pois alinha conforto e praticidade, destacamos seu living enorme para 3 ambientes e suas 4 suítes, sendo 1 com closet ! OBS: Imagens meramente ilustrativas, apto será entregue sem armários e ou iluminação! Previsão de entrega 05/2025! Para saber mais sobre este empreendimento - Ribeirão Preto, acesse: https://www.circulusni.com.br Agende uma visita agora mesmo e surpreenda sua família! Telefone: 16 3514.1818 Plantão no WhatsApp: 16 99961.5333 Instagram: @circulusimobiliaria Circulus Negócios Imobiliários Av. Wladimir Meirelles Ferreira, 1660 - Ed. W. Offices - Sala 1103 / 1104 - Jardim Botânico, Ribeirão Preto - SP, 14021-63 -","Jardim Ilhas do Sul, Ribeirão Preto",Rua Doutor Brasil Salim Melis,R$ 1.800.000
43 m²,,1,,"Sala comercial no centro de Ribeirão Preto. Sala em excelente localização e com valor de oportunidade, medindo 43,33 m². MAIS INFORMAÇÕES E AGENDAR VISITAS ( 1 6 ) 9 9 7 3 8 - 1 8 5. ref. 189029 atualizado em 05/12.","Centro, Ribeirão Preto",,R$ 75.000
68 m²,2,2,2,"Ótimo apartamento; rico em armários e espelhos; porcelanato; com 02 dormitórios sendo 01 suíte; sala dois ambientes; banheiros com armários e box; cozinha planejada; área de serviço armários e lavanderia; sacada com churrasqueira; 02 vagas sendo uma coberta; Excelente localização no Jd. Botânico , próximo á avenidas -","Parque Ribeirão Preto, Ribeirão Preto",Rua Alfredo Condeixa,R$ 339.000
600 m²,,2,,"Excelente galpão com 600 m², 02 salas para escritório com divisórias, 02 wc social, cozinha, portas de correr. Ótima localização na Avenida de grande fluxo. Trabalhamos com as Garantias Locatícias: CredPago (Cartão de Crédito), Seguro Fiança, Fiador, Título de Capitalização. Lembre-se, adquirindo com a consultoria de uma Imobiliária você terá todas certidões e garantias necessárias para realizar uma boa compra e sem qualquer custo. -","Campos Elíseos, Ribeirão Preto",,R$ 1.500.000
940 m²,,,,"Terreno Residencial para Venda, Condomínio Ipê Branco, Vila do Golf, Ribeirao Preto - Ótima localização - Área de 939,94m² - Terreno plano, em frente ao clube de golfe Agende uma visita :) Acesse o nosso site: www.chavesimoveisrp.com.br Condomínios que atuamos: Alphaville, Alphaville 1, Alphaville 2, Alphaville 3, Arara Vermelha, Arara Verde, Arara Azul, Buganville, Buritis, Borda do Parque, Borda da Mata, Buona Vitta Ribeirão Preto, Bela Vista, Bella Cittá, Colina Verde, Country Village, Colina do Golfe, Citta Di Positano, Colina do Sabiá, Guaporé 1, Guapore 2, Guapore 3, Gênova, Ipê Branco, Ipê Amarelo, Ipê Roxo, Ipê Rosa, Jardim Canada, Jardim Sul, La Borugogne, La Provence, La Bretagne, Laranjeiras, Magnólias, Monet, Milano, Manacás, Nova Aliança, Nova Aliança Sul, Olhos D?Água, Pitangueiras, Paineiras, Praça dos Pássaros, Praça das Arvores, Praça das Flores, Quinta do Golf, Quinta dos Ventos, Quinta da Primavera, Reserva Domaine, Reserva Santa Luisa, Santa Helena, San Marco, Santorini, Santa Mônica, San Diego, Terras de Florença, Terras de Siena, Torino, Terra Brasilis, Vila do Golf,. ref. 8670 atualizado em 05/12.","Vila do Golf, Ribeirão Preto",Avenida Luiz Eduardo Toledo Prado,R$ 3.600.000
89 m²,2,3,1,"Apartamento residencial para Locação e Venda no Nova Aliança - Ribeirão Preto Principais informações do imóvel: - Apartamento - Bairro Nova Aliança - Sala dois ambientes - Lavabo - Varanda - 2 suítes - Cozinha independente - Área de serviço - 1 vaga de garagem Dimensões: - 88,60 m² de Área Construída Informações bônus: - Armários planejados nas suítes - Banheiros com armários e box de vidro - Ar condicionado - Cozinha com armários planejados - Sala com painel - Varanda com armários Ótima localização, próximo ao Parque das Artes e fácil acesso ao Ribeirão Shopping. Valor do condomínio variável, sujeito a alterações sem aviso prévio. Trabalhamos com as Garantias Locatícias: CredPago (Cartão de Crédito), Seguro Fiança, Fiador e Título de Capitalização. Ao enviar mensagem para este imóvel não esqueça de deixar o seu telefone, isso agiliza no seu atendimento. Lembre-se, adquirindo com a consultoria de uma Imobiliária você terá todas certidões e garantias necessárias para realizar uma boa compra, sem qualquer custo. -","Nova Aliança, Ribeirão Preto",,R$ 435.000
45 m²,1,1,1,"Apartamento com 45,16 m², otima localização. 01 dormitório com armários e ventilador de teto; w.c social com box de vidro e espelho; sala 02 ambientes com sacada, cozinha com armários; lavanderia; 01 vaga de garagem; Condomínio com piscina, área de churrasco e portaria 24 horas. Valor do condomínio variável, sujeito a alterações sem aviso prévio. Trabalhamos com as Garantias Locatícias: CredPago (Cartão de Crédito), Seguro Fiança, Fiador, Título de Capitalização. Lembre-se, adquirindo com a consultoria de uma Imobiliária você terá todas certidões e garantias necessárias para realizar uma boa compra, sem qualquer custo. Ao enviar mensagem para este imóvel não esqueça de deixar o seu telefone, isso agiliza no seu atendimento. -","Jardim Paulistano, Ribeirão Preto",,R$ 196.000
60 m²,2,2,1,"Apartamento de 60 m² com 02 quartos sendo uma suíte, 02 banheiros, cozinha planejada, armários nos quartos, sacada, ventiladores de teto e 01 vaga garagem coberta mais uma opcional. Condomínio com gás e água incluso. <i>As informações estão sujeitas a alterações. Consulte o corretor responsável.</i> Chave do anúncio: uNK1UhXiiMx6EtAa","Vila Tamandaré, Ribeirão Preto",Rua Sacadura Cabral,R$ 245.900
64 m²,2,2,1,"Apartamento em ótima localização, 2 dormitórios com armários sendo 1 suíte com ar condicionado, sala, banheiro social com gabinete e box blindex, cozinha planejada, área de serviços e 1 vaga de garagem. Localização ótima, próximo a supermercados, comércios e posto de combustível. Mais informações ou agendar visita (1 6) 9 8 8 6 1 6 1 1. ref. 194984 atualizado em 05/12.","Vila Monte Alegre, Ribeirão Preto",,R$ 380.000
82 m²,2,3,,"Apartamento com 2 dormitórios, sendo ambos suítes com armários, 3 banheiros, sala com varanda, cozinha com armários e lavanderia.","Centro, Ribeirão Preto",Rua Álvares Cabral,R$ 260.000
767 m²,,,,"Terreno à Venda no Bairro Ribeirânia em Ribeirão Preto com 767,38 m². Esse terreno à venda oferece uma área generosa e segura, abrangendo 767,38 metros quadrados de possibilidades. Cercado por um muro que confere privacidade e proteção, este espaço é um convite para criar e construir conforme a sua visão. Com uma extensão considerável, possibilita a implementação de diversos projetos, seja para desenvolver uma residência ampla e acolhedora, estabelecer um jardim exuberante ou até mesmo para empreendimentos comerciais. Sua medida substancial e delimitada oferece um ponto de partida excepcional para transformar sonhos em realidade. Com uma localização privilegiada, situado a apenas 2 minutos de uma variedade de comodidades essenciais. Sua proximidade com restaurantes proporciona acesso rápido a opções gastronômicas diversificadas, enquanto um mercado próximo oferece conveniência para compras do dia a dia. A facilidade de acesso a uma farmácia e um posto de gasolina garante praticidade adicional, atendendo às necessidades imediatas. Além disso, a proximidade a um hospital é um ponto de segurança importante, assegurando assistência médica acessível em momentos de urgência. Esta localização estratégica promove um estilo de vida conveniente e funcional, reunindo facilidades importantes a poucos minutos de distância do terreno. -","Ribeirânia, Ribeirão Preto",Rua Argeu Fuliotto,R$ 550.000
99 m²,3,5,3,"Apartamento padrão, Bairro Jardim Botânico, (Zona Sul), em Ribeirão Preto/SP: - 3 suíte com armários; - Lavabo; - Sala para 2 ambientes com paniel; - Cozinha planejada; - Varanda gourmet fechada em vidro; - Lavanderia com armário; - Banheiro de serviço; - 3 Vagas de garagem. Também temos imóveis no Jardim Nova Aliança, Jardim Canadá, casas e apartamentos próximos a mercados, farmácias, escolas, além de pontos comerciais localizados na Zona. ref. 180548 atualizado em 05/12.","Jardim Botânico, Ribeirão Preto",,R$ 750.000
90 m²,3,2,2,Casa 3 Dorm 1 Suíte 91m2 construção 200m2 terreno Garagem para 2 veículos Iluminação Full LED Tubulação para água quente Fino acabamento Esquadrias em alumínio. -,"Bonfim Paulista, Ribeirão Preto",,R$ 509.000
92 m²,3,2,2,"Apartamento A Venda Com 03 Quartos No Centro De Ribeirão Preto com Sacada . -03 dormitórios sendo 01 suíte, -Cozinha com planejados, -Dormitórios com planejados , -Sala para 02ambientes. Este apartamento à venda oferece um ambiente aconchegante e bem organizado. Possui 3 dormitórios, sendo 1 suíte, equipada com armários planejados para maior comodidade e espaço de armazenamento. A sala é projetada para 2 ambientes, proporcionando flexibilidade e versatilidade na decoração. Uma sacada é um ótimo espaço para desfrutar do ar livre e relaxar. A cozinha está equipada com móveis planejados, tornando-a prática para o preparo de refeições. Além da suíte, há um banheiro social para atender às necessidades dos moradores e visitantes. -","Centro, Ribeirão Preto",Rua Floriano Peixoto,R$ 370.000
201 m²,,,,"Imóvel Atualizado - Terreno em Condomínio para Venda, Condomínio Alto do Belvedere no bairro Bonfim Paulista, localizado na cidade de Ribeirão Preto / SP, situado na zona Sul, região Bairro Planejado Belvedere Laranjeiras, ponto de referência Próximo ao bairro Santa Cecilia. Localizado em condomínio. Área do Terreno com 201,00 m². Parcelamento direto com a construtora Entrada: R$ 9.449,30 + Parcelas Mensais R$ 1.411,17 SEM CONSULTA SPC E SERASA Valor do Imóvel R$ 134.990,00, Valor do Condomínio R$ 200,00. Infraestrutura Condomínio: Área de Caminhada, Área de Churrasco, Campo de Areia, Cerca e Concertina, Playground, Portão Eletrônico, Portaria 24hr, Salão de Festa. Infraestrutura do Bairro: Cameras de Segurança, Monitoramento 24 Horas. Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado, Academias, Cinema, Clubes, Faculdades - Universidades, Hospital, Parque ao Ar Livre, Posto de Combustível, Posto Policial. - Infraestrutura Condomínio: Área de Caminhada, Área de Churrasco, Campo de Areia, Cerca e Concertina, Playground, Portão Eletrônico, Portaria 24hr, Salão de Festa, - Infraestrutura do Bairro: Cameras de Segurança, Monitoramento 24 Horas, - Proximidades: Bares e Restaurantes, Escola, Farmácia, Shopping Center, Supermercado, Academias, Cinema, Clubes, Faculdades - Universidades, Hospital, Parque ao Ar Livre, Posto de Combustível, Posto Policial,","Bonfim Paulista, Ribeirão Preto",,R$ 134.990
125 m²,3,2,1,"Apartamento, 3 dormitórios com armários, banheiro social, sala 2 ambientes, cozinha planejada, área de serviço, banheiro de serviço, sacada, 1 vaga, excelente localização, próximo a Praça XV. Martinelli Imobiliária, referência no mercado imobiliário desde 2000. Especialistas em Venda e Locação! Avenida João Fiúsa, 1051 - Alto da Boa Vista. ref. 42158 atualizado em 05/12.","Centro, Ribeirão Preto",,R$ 240.000
160 m²,,,,"Terreno à Venda, Jardim Cristo Redentor, Ribeirão Preto, SP Com muro latetal e traseira todos com altura de 3.00 mt podendo ser , empresa ou residência .","Jardim Cristo Redentor, Ribeirão Preto",Rua Gonçalves e Clarinda Limiro,R$ 130.000
71 m²,3,2,1,"Apartamento à Venda, 71m² por R$ 220.000. Independência - Ribeirão Preto/SP Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a PSF imóveis! Basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da PSF imóveis entrará em contato para confirmar interesse e agendar uma visita. Se quiser reforçar o interesse, é só mandar mensagem para o número anunciado ao lado para ser encaminhado à imobiliária. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valores. Confira mais sobre o imóvel da PSF imóveis: Bom apto térreo no Residêncial Jardim Primavera no bairro Jardim Independência, com 3 quartos sendo um suíte, todos com armários e box blindex nos banheiros, gabinete na cozinha, piso cerâmico, sala ampla para dois ambientes, área de serviço com armário. Portaria eletrônica com portões automáticos e garagem coberta Próximo da av independêcia e CPFL Documentação tudo ok, aceita financiamento","Independência, Ribeirão Preto",Avenida Paris,R$ 220.000
536 m²,,,4,"Imóvel anunciado por RE/MAX Jardins - CRECI 037506-J, atráves da plataforma Leads4Sales. Galpão comercial em ótima localização! São 536 m² de área construída em terreno de 450m², na Avenida Costa e Silva, região que facilita a entrada e saída para vários bairros da cidade e tem acesso rápido a rodovias. O imóvel possui duas entradas independentes, 1 sala, 2 banheiros, 1 cozinha e 1 escritório. Paredes internas com reforço, sistema elétrico novo, reforma no telhado e manutenção do sistema hidráulico. Vamos agendar uma visita??","Vila Brasil, Ribeirão Preto",Avenida Marechal Costa e Silva,R$ 699.000
127 m²,3,4,2,"Belíssimo Apartamento no Nova Aliança Amplo apartamento de 127m muito bem localizado no bairro próximo ao Ribeirão Shopping e Novo Mercadão. Planta de 3 suítes com lavabo, ampla sacada gourmet com churrasqueira fechada com blindex, cozinha com conceito americano e lavanderia com despensa, sala 2 ambientes e quartos grandes, apartamento com acabamento diferenciado em todos os conceitos, armários planejados em todos ambientes e com ar condicionado. Andar alto. Portaria 24h com lazer completo e 2 vagas de. ref. 7573 atualizado em 05/12.","Nova Aliança, Ribeirão Preto",,R$ 1.000.000
52 m²,2,1,1,"Lindo Apartamento à Venda! 52 m² Apto com Giardino 2 Dormitórios 1 Banheiro Cozinha Integrada com Sala Área de Serviço 1 Vaga de Garagem Totalmente Reformado Condomínio com Portaria 24h e Lazer Completo Apto rico em armários. *Reservamo-nos o direito de corrigir qualquer informação, valor ou erro de digitação sem prévio aviso -","Jardim Doutor Paulo Gomes Romeo, Ribeirão Preto",Rua Doutor Galdós Ângulo,R$ 180.000
35 m²,1,1,1,"Apartamento com 1 dormitório no bairro Vila Amélia - Ribeirão Preto - Venda - 35 m². Características do Apartamento com 1 dormitório no bairro Vila Amélia - Ribeirão Preto - Venda - 35 m². - 1 dormitório - 1 banheiro - Mobiliado (cama box, televisão, ar condicionado, cozinha planejada com fogão, micro-ondas, frigobar, máquina de lavar) - Rico em armários - 1 sala - 1 cozinha - 1 lavanderia - 1 vaga de garagem Bairro tranquilo e seguro com fácil acesso á Av. do Café, próximo á Faculdade USP. Para mais informações sobre o imóvel entre em contato com a Dinardi: Whatsapp: Faça já sua visita: Imobiliária Dinardi - Imóveis em Ribeirão Preto Rua Nélio Guimarães, 1526 Jardim São Luís - Ribeirão Preto, SP. Venha, entre e sinta-se em casa! www.imobiliariadinardi.com.br -","Vila Amélia, Ribeirão Preto",,R$ 195.000
